分类,故障模式,故障场景,故障注入手段,优先级,自动化状态,自动化用例路径,SMTX OS 5.1.0 测试,SMTX OS 5.0.6 测试,SMTX OS 5.1.1 测试,SMTX OS 6.0.0 测试
,,持续 kill -9 运行 Prometheus 服务的节点上的 prometheus 进程，持续 5～60 分钟,,P2,Automated,testcases.fault.node.service.fault_sigkill_process,,,,
,kill -15,任意一个运行 Prometheus 服务的主节点上 kill -15 prometheus 进程,kill -15 <pid>,P2,Automated,testcases.fault.node.service.fault_sigterm_process,,,,
,,持续 kill -15 任意一个运行 Prometheus 服务的主节点上的 prometheus 进程，持续 5～60 分钟,,P2,Automated,testcases.fault.node.service.fault_sigterm_process,,,,
,不可中断的睡眠状态（D 状态）,任意一个运行 Prometheus 服务的主节点上 prometheus 进程进入 D 状态,,P2,Pending,,,,,
,进程挂起（SIGSTOP）,任意一个运行 Prometheus 服务的主节点上 prometheus 进程挂起（kill -19）,kill -SIGSTOP <pid>,P2,Automated,testcases.fault.node.service.fault_pause_process,,,,
,僵尸进程（Z 状态）,任意一个运行 Prometheus 服务的主节点上 prometheus 进程进入 Z 状态,,P2,Pending,,,,,
,进程卡死不响应,任意一个运行 Prometheus 服务的主节点上 prometheus 进程卡死不响应,,P2,Pending,,,,,
,服务异常,任意一个运行 Prometheus 服务的主节点上 prometheus 服务发生重启,,P2,Automated,testcases.fault.node.service.fault_service_restart,,,,
,,任意一个运行 Prometheus 服务的主节点上 prometheus 服务处于停止状态，持续 5～60 分钟,systemctl stop prometheus.service,P2,Automated,testcases.fault.node.service.fault_service_outage,,,,
,,任意一个运行 Prometheus 服务的主节点上 prometheus 服务持续重启，间隔随机时间，持续 5 ～ 60 分钟,,P2,Automated,testcases.fault.node.service.fault_service_outage,,,,
,,任意一个存储节点上 prometheus 服务处于运行状态,systemctl start prometheus.service,P3,Plan to Automate,,,,,
,CPU 资源消耗高（随机持续时间）,任意一个运行 Prometheus 服务的主节点上 prometheus 进程的 CPU 资源消耗持续处于高水位,,P2,Pending,,,,,
,内存资源消耗高（随机持续时间）,任意一个运行 Prometheus 服务的主节点上 prometheus 进程的内存资源消耗持续处于高水位,,P2,Pending,,,,,
,数据误删除,任意一个运行 Prometheus 服务的主节点上采集的监控数据被误删除,删除 /mnt/prometheus 目录下的所有数据,P2,Pending,,,,,
,数据文件只读,任意一个运行 Prometheus 服务的主节点上保存采集到的监控数据的目录只读,"mount -o ro, remount localhost:/zbs/prometheus",P2,Pending,,,,,
,数据文件目录存储空间耗尽,保存采集到的监控数据的 ZBS NFS 文件系统存储空间耗尽（SMTX OS 6.0.0 以前的版本）,localhost:/zbs 空间耗尽,P2,Plan to Automate,,,,,
,,任意一个运行 Prometheus 服务的主节点上目录 /data/prometheus 所在的文件系统存储空间耗尽（SMTX OS 6.0.0 及以后版本）,,P2,Plan to Automate,,,,,
,NFS Share 被误卸载（SMTX OS 6.0.0 以前的版本）,ZBS NFS 文件系统被误卸载,umount -f localhost:/zbs/prometheus,P2,Plan to Automate,,,,,
consul ,kill -9,任意一个节点上 kill -9 consul 进程,kill -9 <pid>,P2,Automated,testcases.fault.node.service.fault_sigkill_process,,,,
,,持续 kill -9 任意一个节点上的 consul 进程，持续 5～60 分钟,,P2,Automated,testcases.fault.node.service.fault_sigkill_process,,,,
,kill -15,任意一个节点上 kill -15 consul 进程,kill -15 <pid>,P2,Automated,testcases.fault.node.service.fault_sigterm_process,,,,
,,持续 kill -15 任意一个节点上的 consul 进程，持续 5～60 分钟,,P2,Automated,testcases.fault.node.service.fault_sigterm_process,,,,
,不可中断的睡眠状态（D 状态）,任意一个节点上 consul 进程进入 D 状态,,P2,Pending,,,,,
,进程挂起（SIGSTOP）,任意一个节点上 consul 进程挂起（kill -19）,kill -SIGSTOP <pid>,P2,Automated,testcases.fault.node.service.fault_pause_process,,,,
,僵尸进程（Z 状态）,任意一个节点上 consul 进程进入 Z 状态,,P2,Pending,,,,,
,进程卡死不响应,任意一个节点上 consul 进程卡死不响应,,P2,Pending,,,,,
,服务异常,任意一个节点上 consul 服务发生重启,,P2,Automated,testcases.fault.node.service.fault_service_restart,,,,
,,任意一个节点上 consul 服务处于停止状态，持续 5～60 分钟,systemctl stop consul.service,P2,Automated,testcases.fault.node.service.fault_service_outage,,,,
,,任意一个节点上 consul 服务持续重启，间隔随机时间，持续 5 ～ 60 分钟,,P2,Automated,testcases.fault.node.service.fault_service_outage,,,,
,CPU 资源消耗高（随机持续时间）,任意一个节点上 consul 进程的 CPU 资源消耗持续处于高水位,,P2,Pending,,,,,
,内存资源消耗高（随机持续时间）,任意一个节点上 consul 进程的内存资源消耗持续处于高水位,,P2,Pending,,,,,
,配置文件被误删除,/etc/consul.d 目录下的文件被误删除,删除 /etc/consul.d 目录下的所有文件,P2,Pending,,,,,
,配置文件只读,/etc/consul.d 目录只读,/etc/consul.d 目录只读,P2,Pending,,,,,
consul-server,kill -9,任意一个主节点或双活集群的仲裁节点上 kill -9 consul-server 进程,kill -9 <pid>,P2,Automated,testcases.fault.node.service.fault_sigkill_process,,,,
,,持续 kill -9 任意一个主节点或双活集群的仲裁节点上的 consul-server 进程，持续 5～60 分钟,,P2,Automated,testcases.fault.node.service.fault_sigkill_process,,,,
,kill -15,任意一个主节点或双活集群的仲裁节点上 kill -15 consul-server 进程,kill -15 <pid>,P2,Automated,testcases.fault.node.service.fault_sigterm_process,,,,
,,持续 kill -15 任意一个主节点或双活集群的仲裁节点上的 consul-server 进程，持续 5～60 分钟,,P2,Automated,testcases.fault.node.service.fault_sigterm_process,,,,
,不可中断的睡眠状态（D 状态）,任意一个主节点或双活集群的仲裁节点上 consul-server 进程进入 D 状态,,P2,Pending,,,,,
,进程挂起（SIGSTOP）,任意一个主节点或双活集群的仲裁节点上 consul-server 进程挂起（kill -19）,kill -SIGSTOP <pid>,P2,Automated,testcases.fault.node.service.fault_pause_process,,,,
,僵尸进程（Z 状态）,任意一个主节点或双活集群的仲裁节点上 consul-server 进程进入 Z 状态,,P2,Pending,,,,,
,进程卡死不响应,任意一个主节点或双活集群的仲裁节点上 consul-server 进程卡死不响应,,P2,Pending,,,,,
,服务异常,任意一个主节点或双活集群的仲裁节点上 consul-server 服务发生重启,,P2,Automated,testcases.fault.node.service.fault_service_outage,,,,
,,任意一个主节点或双活集群的仲裁节点上 consul-server 服务处于停止状态，持续 5～60 分钟,systemctl stop consul-server.service,P2,Automated,testcases.fault.node.service.fault_service_outage,,,,
,,任意一个主节点或双活集群的仲裁节点上 consul-server 服务持续重启，间隔随机时间，持续 5～60 分钟,,P2,Automated,testcases.fault.node.service.fault_service_outage,,,,
,,任意一个存储节点上 consul-server 服务处于运行状态,systemctl start consul-server.service,P3,Plan to Automate,,,,,
,CPU 资源消耗高（随机持续时间）,任意一个主节点或双活集群的仲裁节点上 consul-server 进程的 CPU 资源消耗持续处于高水位,,P2,Pending,,,,,
,内存资源消耗高（随机持续时间）,任意一个主节点或双活集群的仲裁节点上 consul-server 进程的内存资源消耗持续处于高水位,,P2,Pending,,,,,
,配置文件被误删除,/etc/consul-server.d 目录下的文件被误删除,删除 /etc/consul-server.d 目录下的所有文件,P2,Pending,,,,,
,配置文件只读,/etc/consul-server.d 目录只读,/etc/consul-server.d 目录只读,P2,Pending,,,,,
containerd ,kill -9,任意一个节点上 kill -9 containerd 进程,kill -9 <pid>,P2,Automated,testcases.fault.node.service.fault_sigkill_process,,,,
,,持续 kill -9 任意一个节点上的 containerd 进程，持续 5～60 分钟,,P2,Automated,testcases.fault.node.service.fault_sigkill_process,,,,
,kill -15,任意一个节点上 kill -15 containerd 进程,kill -15 <pid>,P2,Automated,testcases.fault.node.service.fault_sigterm_process,,,,
,,持续 kill -15 任意一个节点上的 containerd 进程，持续 5～60 分钟,,P2,Automated,testcases.fault.node.service.fault_sigterm_process,,,,
,不可中断的睡眠状态（D 状态）,任意一个节点上 containerd 进程进入 D 状态,,P2,Pending,,,,,
,进程挂起（SIGSTOP）,任意一个节点上 containerd 进程挂起（kill -19）,kill -SIGSTOP <pid>,P2,Automated,testcases.fault.node.service.fault_pause_process,,,,
,僵尸进程（Z 状态）,任意一个节点上 containerd 进程进入 Z 状态,,P2,Pending,,,,,
,进程卡死不响应,任意一个节点上 containerd 进程卡死不响应,,P2,Pending,,,,,
,服务异常,任意一个节点上 containerd 服务发生重启,,P1,Automated,testcases.fault.node.service.fault_service_restart,,,,
,,任意一个节点上 containerd 服务处于停止状态，持续 5～60 分钟,systemctl stop containerd.service,P2,Automated,testcases.fault.node.service.fault_service_outage,,,,
,,任意一个节点上 containerd 服务持续重启，间隔随机时间，持续 5 ～ 60 分钟,,P2,Automated,testcases.fault.node.service.fault_service_outage,,,,
,,双活集群的仲裁节点上 containerd 服务处于运行状态,systemctl start containerd.service,P3,Plan to Automate,,,,,
,CPU 资源消耗高（随机持续时间）,任意一个节点上 containerd 进程的 CPU 资源消耗持续处于高水位,,P2,Pending,,,,,
,内存资源消耗高（随机持续时间）,任意一个节点上 containerd 进程的内存资源消耗持续处于高水位,,P2,Pending,,,,,
vmagent,kill -9,Octopus Leader 所在的主节点上 kill -9 vmagent 进程,,P2,Automated,testcases.fault.node.service.fault_sigkill_process,,,,
,,持续 kill -9 Octopus Leader 所在的主节点上的 vmagent 进程，持续 5～60 分钟,,P2,Automated,testcases.fault.node.service.fault_sigkill_process,,,,
,kill -15,Octopus Leader 所在的主节点上 kill -15 vmagent 进程,,P2,Automated,testcases.fault.node.service.fault_sigterm_process,,,,
,,持续 kill -15 Octopus Leader 所在的主节点上的 vmagent 进程，持续 5～60 分钟,,P2,Automated,testcases.fault.node.service.fault_sigterm_process,,,,
,不可中断的睡眠状态（D 状态）,Octopus Leader 所在的主节点上 vmagent 进程进入 D 状态,,P2,Pending,,,,,
,进程挂起（SIGSTOP）,Octopus Leader 所在的主节点上 vmagent 进程挂起（kill -19）,,P2,Automated,testcases.fault.node.service.fault_pause_process,,,,
,僵尸进程（Z 状态）,Octopus Leader 所在的主节点上 vmagent 进程进入 Z 状态,,P2,Pending,,,,,
,进程卡死不响应,Octopus Leader 所在的主节点上 vmagent 进程卡死不响应,,P2,Pending,,,,,
,服务异常,Octopus Leader 所在的主节点上 vmagent 服务发生重启,,P1,Automated,testcases.fault.node.service.fault_service_restart,,,,
,,Octopus Leader 所在的主节点上 vmagent 服务处于停止状态，持续 5～60 分钟,,P2,Automated,testcases.fault.node.service.fault_service_outage,,,,
,,Octopus Leader 所在的主节点上 vmagent 服务持续重启，间隔随机时间，持续 5～60 分钟,,P2,Automated,testcases.fault.node.service.fault_service_outage,,,,
,,除 Octopus Leader 所在的主节点以外的任意一个节点上 vmagent 服务处于运行状态,,P3,Plan to Automate,,,,,
,CPU 资源消耗高（随机持续时间）,Octopus Leader 所在的主节点上 vmagent 进程的 CPU 资源消耗持续处于高水位,,P2,Pending,,,,,
,内存资源消耗高（随机持续时间）,Octopus Leader 所在的主节点上 vmagent 进程的内存资源消耗持续处于高水位,,P2,Pending,,,,,
,临时数据误删除,Octopus Leader 所在的主节点上目录 /data/vmagent 下的文件被误删除,删除 /mnt/prometheus 目录下的所有数据,P2,Pending,,,,,
,临时数据文件只读,Octopus Leader 所在的主节点上目录 /data/vmagent 只读,"mount -o ro, remount localhost:/zbs/prometheus",P2,Pending,,,,,
,临时数据文件目录存储空间耗尽,Octopus Leader 所在的主节点上目录 /data/vmagent 所在的文件系统存储空间耗尽,,P2,Plan to Automate,,,,,
